,FTE,FTE Days Lost,Absence Start Date,Absence End Date,Calendar Days Lost,Total FTE Calendar Days ,First Day Absent
2467,0.8,0.8,11/06/2019,11/06/2019,1,0.8,Tue
2468,0.8,0.8,30/01/2018,30/01/2018,1,0.8,Tue
2469,0.4,0.8,30/12/2019,,2,0.8,Mon
2470,0.8,0.8,21/03/2019,21/03/2019,1,0.8,Thu
2471,0.8,0.8,09/07/2018,09/07/2018,1,0.8,Mon
2472,0.76667,0.76667,24/04/2018,24/04/2018,1,0.76667,Tue
2473,0.76,0.76,17/01/2018,17/01/2018,1,0.76,Wed
2474,0.76,0.76,03/09/2019,03/09/2019,1,0.76,Tue
2475,0.76,0.76,13/09/2018,13/09/2018,1,0.76,Thu
2476,0.76,0.76,22/07/2019,22/07/2019,1,0.76,Mon
2477,0.7568,0.7568,09/10/2018,09/10/2018,1,0.7568,Tue
2478,0.74667,0.74667,16/01/2019,16/01/2019,1,0.74667,Wed
2479,0.74667,0.74667,13/06/2019,13/06/2019,1,0.74667,Thu
2480,0.74667,0.74667,21/11/2019,21/11/2019,1,0.74667,Thu
2481,0.74667,0.74667,27/03/2019,27/03/2019,1,0.74667,Wed
2482,0.74667,0.74667,08/02/2018,08/02/2018,1,0.74667,Thu
2483,0.74667,0.74667,29/04/2019,29/04/2019,1,0.74667,Mon
2484,0.36213,0.72426,17/12/2019,18/12/2019,2,0.72426,Tue
2485,0.72,0.72,18/02/2019,18/02/2019,1,0.72,Mon
2486,0.72,0.72,26/03/2018,26/03/2018,1,0.72,Mon
2487,0.72,0.72,07/08/2018,07/08/2018,1,0.72,Tue
2488,0.72,0.72,18/03/2019,18/03/2019,1,0.72,Mon
2489,0.72,0.72,23/07/2019,23/07/2019,1,0.72,Tue
2490,0.72,0.72,21/03/2019,21/03/2019,1,0.72,Thu
2491,0.72,0.72,15/11/2018,15/11/2018,1,0.72,Thu
2492,0.72,0.72,21/02/2018,21/02/2018,1,0.72,Wed
2493,0.72,0.72,03/10/2018,03/10/2018,1,0.72,Wed
2494,0.72,0.72,04/02/2019,04/02/2019,1,0.72,Mon
2495,0.72,0.72,25/04/2019,25/04/2019,1,0.72,Thu
2496,0.72,0.72,16/02/2019,16/02/2019,1,0.72,Sat
2497,0.72,0.72,17/08/2019,17/08/2019,1,0.72,Sat
2498,0.72,0.72,29/12/2019,29/12/2019,1,0.72,Sun
2499,0.72,0.72,07/10/2019,07/10/2019,1,0.72,Mon
2500,0.72,0.72,19/12/2019,19/12/2019,1,0.72,Thu
2501,0.72,0.72,26/01/2018,26/01/2018,1,0.72,Fri
2502,0.72,0.72,08/02/2018,08/02/2018,1,0.72,Thu
2503,0.72,0.72,25/09/2019,25/09/2019,1,0.72,Wed
2504,0.72,0.72,01/11/2019,01/11/2019,1,0.72,Fri
2505,0.72,0.72,01/07/2018,01/07/2018,1,0.72,Sun
2506,0.72,0.72,02/06/2019,02/06/2019,1,0.72,Sun
2507,0.72,0.72,11/05/2018,11/05/2018,1,0.72,Fri
2508,0.72,0.72,04/01/2018,04/01/2018,1,0.72,Thu
2509,0.72,0.72,26/02/2018,26/02/2018,1,0.72,Mon
2510,0.72,0.72,29/08/2019,29/08/2019,1,0.72,Thu
2511,0.72,0.72,12/03/2019,12/03/2019,1,0.72,Tue
2512,0.72,0.72,12/12/2018,12/12/2018,1,0.72,Wed
2513,0.72,0.72,31/05/2019,31/05/2019,1,0.72,Fri
2514,0.72,0.72,10/07/2019,10/07/2019,1,0.72,Wed
2515,0.71573,0.71573,07/03/2018,07/03/2018,1,0.71573,Wed
2516,0.70667,0.70667,22/11/2019,22/11/2019,1,0.70667,Fri
2517,0.70667,0.70667,17/04/2019,17/04/2019,1,0.70667,Wed
2518,0.70667,0.70667,04/10/2019,04/10/2019,1,0.70667,Fri
2519,0.7,0.7,18/01/2018,18/01/2018,1,0.7,Thu
2520,0.7,0.7,13/12/2019,13/12/2019,1,0.7,Fri
2521,0.7,0.7,26/09/2018,26/09/2018,1,0.7,Wed
2522,0.69333,0.69333,24/04/2018,24/04/2018,1,0.69333,Tue
2523,0.69333,0.69333,23/04/2019,23/04/2019,1,0.69333,Tue
2524,0.69333,0.69333,01/03/2019,01/03/2019,1,0.69333,Fri
2525,0.6928,0.6928,24/06/2019,24/06/2019,1,0.6928,Mon
2526,0.68347,0.68347,17/12/2019,17/12/2019,1,0.68347,Tue
2527,0.68,0.68,20/12/2018,20/12/2018,1,0.68,Thu
2528,0.68,0.68,11/04/2018,11/04/2018,1,0.68,Wed
2529,0.68,0.68,25/02/2019,25/02/2019,1,0.68,Mon
2530,0.66667,0.66667,12/12/2019,12/12/2019,1,0.66667,Thu
2531,0.66667,0.66667,08/07/2019,08/07/2019,1,0.66667,Mon
2532,0.66667,0.66667,17/12/2018,17/12/2018,1,0.66667,Mon
2533,0.66667,0.66667,11/10/2018,11/10/2018,1,0.66667,Thu
2534,0.66667,0.66667,01/08/2019,01/08/2019,1,0.66667,Thu
2535,0.66667,0.66667,05/04/2018,05/04/2018,1,0.66667,Thu
2536,0.65333,0.65333,23/11/2018,23/11/2018,1,0.65333,Fri
2537,0.65,0.65,23/05/2018,23/05/2018,1,0.65,Wed
2538,0.65,0.65,21/11/2018,21/11/2018,1,0.65,Wed
2539,0.64,0.64,01/05/2019,01/05/2019,1,0.64,Wed
2540,0.64,0.64,05/11/2018,05/11/2018,1,0.64,Mon
2541,0.64,0.64,09/11/2018,09/11/2018,1,0.64,Fri
2542,0.64,0.64,31/07/2018,31/07/2018,1,0.64,Tue
2543,0.64,0.64,18/07/2019,18/07/2019,1,0.64,Thu
2544,0.32,0.64,21/12/2019,22/12/2019,2,0.64,Sat
2545,0.64,0.64,03/10/2018,03/10/2018,1,0.64,Wed
2546,0.64,0.64,06/02/2019,06/02/2019,1,0.64,Wed
2547,0.64,0.64,19/10/2018,19/10/2018,1,0.64,Fri
2548,0.64,0.64,01/03/2019,01/03/2019,1,0.64,Fri
2549,0.64,0.64,28/03/2019,28/03/2019,1,0.64,Thu
2550,0.64,0.64,13/02/2019,13/02/2019,1,0.64,Wed
2551,0.32,0.64,03/09/2019,04/09/2019,2,0.64,Tue
2552,0.62,0.62,03/07/2018,03/07/2018,1,0.62,Tue
2553,0.62,0.62,22/10/2019,22/10/2019,1,0.62,Tue
2554,0.62,0.62,19/11/2019,19/11/2019,1,0.62,Tue
2555,0.61333,0.61333,07/02/2018,07/02/2018,1,0.61333,Wed
2556,0.61333,0.61333,21/05/2018,21/05/2018,1,0.61333,Mon
2557,0.61333,0.61333,17/12/2018,17/12/2018,1,0.61333,Mon
2558,0.61333,0.61333,28/04/2019,28/04/2019,1,0.61333,Sun
2559,0.61333,0.61333,04/06/2019,04/06/2019,1,0.61333,Tue
2560,0.61333,0.61333,04/10/2019,04/10/2019,1,0.61333,Fri
2561,0.61333,0.61333,26/12/2019,26/12/2019,1,0.61333,Thu
2562,0.61333,0.61333,23/04/2018,23/04/2018,1,0.61333,Mon
2563,0.61333,0.61333,06/02/2019,06/02/2019,1,0.61333,Wed
2564,0.61333,0.61333,17/07/2019,17/07/2019,1,0.61333,Wed
2565,0.61333,0.61333,18/05/2019,18/05/2019,1,0.61333,Sat
2566,0.61333,0.61333,05/09/2018,05/09/2018,1,0.61333,Wed
2567,0.61333,0.61333,30/10/2019,30/10/2019,1,0.61333,Wed
2568,0.61333,0.61333,16/10/2019,16/10/2019,1,0.61333,Wed
2569,0.61333,0.61333,01/11/2019,01/11/2019,1,0.61333,Fri
2570,0.60773,0.60773,10/01/2018,10/01/2018,1,0.60773,Wed
2571,0.6,0.6,05/06/2018,05/06/2018,1,0.6,Tue
2572,0.6,0.6,30/08/2018,30/08/2018,1,0.6,Thu
2573,0.6,0.6,10/05/2019,10/05/2019,1,0.6,Fri
2574,0.6,0.6,22/10/2019,22/10/2019,1,0.6,Tue
2575,0.6,0.6,21/11/2019,21/11/2019,1,0.6,Thu
2576,0.6,0.6,22/05/2019,22/05/2019,1,0.6,Wed
2577,0.6,0.6,12/09/2018,12/09/2018,1,0.6,Wed
2578,0.6,0.6,19/12/2018,19/12/2018,1,0.6,Wed
2579,0.6,0.6,26/06/2019,26/06/2019,1,0.6,Wed
2580,0.6,0.6,26/09/2019,26/09/2019,1,0.6,Thu
2581,0.6,0.6,31/01/2019,31/01/2019,1,0.6,Thu
2582,0.6,0.6,26/04/2018,26/04/2018,1,0.6,Thu
2583,0.6,0.6,20/05/2019,20/05/2019,1,0.6,Mon
2584,0.6,0.6,11/01/2018,11/01/2018,1,0.6,Thu
2585,0.6,0.6,12/09/2019,12/09/2019,1,0.6,Thu
2586,0.6,0.6,16/02/2019,16/02/2019,1,0.6,Sat
2587,0.6,0.6,13/03/2018,13/03/2018,1,0.6,Tue
2588,0.6,0.6,12/06/2018,12/06/2018,1,0.6,Tue
2589,0.6,0.6,05/04/2018,05/04/2018,1,0.6,Thu
2590,0.6,0.6,26/07/2018,26/07/2018,1,0.6,Thu
2591,0.6,0.6,06/09/2019,06/09/2019,1,0.6,Fri
2592,0.6,0.6,09/12/2019,09/12/2019,1,0.6,Mon
2593,0.6,0.6,18/11/2019,18/11/2019,1,0.6,Mon
2594,0.6,0.6,27/02/2019,27/02/2019,1,0.6,Wed
2595,0.6,0.6,22/07/2019,22/07/2019,1,0.6,Mon
2596,0.6,0.6,30/10/2018,30/10/2018,1,0.6,Tue
2597,0.6,0.6,05/06/2018,05/06/2018,1,0.6,Tue
2598,0.6,0.6,20/12/2019,20/12/2019,1,0.6,Fri
2599,0.6,0.6,15/03/2019,15/03/2019,1,0.6,Fri
2600,0.6,0.6,03/01/2019,03/01/2019,1,0.6,Thu
2601,0.2,0.6,23/01/2018,25/01/2018,3,0.6,Tue
2602,0.6,0.6,25/04/2018,25/04/2018,1,0.6,Wed
2603,0.6,0.6,17/08/2018,17/08/2018,1,0.6,Fri
2604,0.6,0.6,28/08/2018,28/08/2018,1,0.6,Tue
2605,0.6,0.6,24/12/2019,24/12/2019,1,0.6,Tue
2606,0.6,0.6,02/01/2018,02/01/2018,1,0.6,Tue
2607,0.6,0.6,13/04/2018,13/04/2018,1,0.6,Fri
2608,0.6,0.6,21/08/2018,21/08/2018,1,0.6,Tue
2609,0.6,0.6,08/11/2018,08/11/2018,1,0.6,Thu
2610,0.6,0.6,04/04/2018,04/04/2018,1,0.6,Wed
2611,0.12,0.6,21/01/2019,25/01/2019,5,0.6,Mon
2612,0.6,0.6,14/03/2018,14/03/2018,1,0.6,Wed
2613,0.6,0.6,15/10/2018,15/10/2018,1,0.6,Mon
2614,0.2,0.6,16/01/2018,18/01/2018,3,0.6,Tue
2615,0.2,0.6,22/07/2019,24/07/2019,3,0.6,Mon
2616,0.6,0.6,30/12/2019,30/12/2019,1,0.6,Mon
2617,0.6,0.6,03/09/2019,03/09/2019,1,0.6,Tue
2618,0.6,0.6,17/05/2018,17/05/2018,1,0.6,Thu
2619,0.6,0.6,31/01/2019,31/01/2019,1,0.6,Thu
2620,0.6,0.6,12/03/2019,12/03/2019,1,0.6,Tue
2621,0.6,0.6,12/08/2019,12/08/2019,1,0.6,Mon
2622,0.6,0.6,21/02/2018,21/02/2018,1,0.6,Wed
2623,0.6,0.6,24/07/2018,24/07/2018,1,0.6,Tue
2624,0.6,0.6,03/01/2019,03/01/2019,1,0.6,Thu
2625,0.3,0.6,15/10/2019,16/10/2019,2,0.6,Tue
2626,0.3,0.6,15/10/2019,16/10/2019,2,0.6,Tue
2627,0.6,0.6,15/02/2019,15/02/2019,1,0.6,Fri
2628,0.6,0.6,03/01/2018,03/01/2018,1,0.6,Wed
2629,0.6,0.6,12/02/2019,12/02/2019,1,0.6,Tue
2630,0.6,0.6,12/12/2018,12/12/2018,1,0.6,Wed
2631,0.6,0.6,11/11/2019,11/11/2019,1,0.6,Mon
2632,0.6,0.6,16/10/2019,16/10/2019,1,0.6,Wed
2633,0.6,0.6,26/03/2018,26/03/2018,1,0.6,Mon
2634,0.6,0.6,18/02/2019,18/02/2019,1,0.6,Mon
2635,0.6,0.6,03/01/2018,03/01/2018,1,0.6,Wed
2636,0.6,0.6,27/08/2019,27/08/2019,1,0.6,Tue
2637,0.6,0.6,30/04/2019,30/04/2019,1,0.6,Tue
2638,0.6,0.6,16/07/2019,16/07/2019,1,0.6,Tue
2639,0.6,0.6,14/11/2019,14/11/2019,1,0.6,Thu
2640,0.6,0.6,11/12/2018,11/12/2018,1,0.6,Tue
2641,0.6,0.6,25/10/2019,25/10/2019,1,0.6,Fri
2642,0.6,0.6,17/01/2018,17/01/2018,1,0.6,Wed
2643,0.6,0.6,28/10/2019,28/10/2019,1,0.6,Mon
2644,0.6,0.6,23/01/2018,23/01/2018,1,0.6,Tue
2645,0.6,0.6,23/05/2019,23/05/2019,1,0.6,Thu
2646,0.6,0.6,02/02/2018,02/02/2018,1,0.6,Fri
2647,0.6,0.6,21/08/2018,21/08/2018,1,0.6,Tue
2648,0.6,0.6,20/02/2019,20/02/2019,1,0.6,Wed
2649,0.6,0.6,27/06/2018,27/06/2018,1,0.6,Wed
2650,0.6,0.6,26/02/2018,26/02/2018,1,0.6,Mon
2651,0.6,0.6,17/10/2018,17/10/2018,1,0.6,Wed
2652,0.6,0.6,12/12/2019,12/12/2019,1,0.6,Thu
2653,0.6,0.6,24/07/2019,24/07/2019,1,0.6,Wed
2654,0.6,0.6,20/08/2018,20/08/2018,1,0.6,Mon
2655,0.6,0.6,20/03/2019,20/03/2019,1,0.6,Wed
2656,0.6,0.6,17/04/2019,17/04/2019,1,0.6,Wed
2657,0.58667,0.58667,08/04/2019,08/04/2019,1,0.58667,Mon
2658,0.58667,0.58667,06/09/2019,06/09/2019,1,0.58667,Fri
2659,0.58667,0.58667,09/11/2018,09/11/2018,1,0.58667,Fri
2660,0.58667,0.58667,14/11/2019,14/11/2019,1,0.58667,Thu
2661,0.58667,0.58667,18/02/2019,18/02/2019,1,0.58667,Mon
2662,0.57333,0.57333,08/08/2018,08/08/2018,1,0.57333,Wed
2663,0.56,0.56,03/06/2019,03/06/2019,1,0.56,Mon
2664,0.56,0.56,25/04/2018,25/04/2018,1,0.56,Wed
2665,0.56,0.56,19/06/2019,19/06/2019,1,0.56,Wed
2666,0.54667,0.54667,13/03/2018,13/03/2018,1,0.54667,Tue
2667,0.5432,0.5432,16/12/2019,16/12/2019,1,0.5432,Mon
2668,0.26667,0.53334,01/02/2018,02/02/2018,2,0.53334,Thu
2669,0.53333,0.53333,23/08/2018,23/08/2018,1,0.53333,Thu
2670,0.53333,0.53333,20/09/2018,20/09/2018,1,0.53333,Thu
2671,0.53333,0.53333,12/04/2018,12/04/2018,1,0.53333,Thu
2672,0.53333,0.53333,25/02/2019,25/02/2019,1,0.53333,Mon
2673,0.53333,0.53333,07/06/2019,07/06/2019,1,0.53333,Fri
2674,0.53333,0.53333,12/07/2018,12/07/2018,1,0.53333,Thu
2675,0.53333,0.53333,24/10/2019,24/10/2019,1,0.53333,Thu
2676,0.53333,0.53333,15/11/2019,15/11/2019,1,0.53333,Fri
2677,0.53333,0.53333,16/08/2019,16/08/2019,1,0.53333,Fri
2678,0.53333,0.53333,19/12/2019,19/12/2019,1,0.53333,Thu
2679,0.53333,0.53333,20/11/2018,20/11/2018,1,0.53333,Tue
2680,0.53333,0.53333,11/12/2019,11/12/2019,1,0.53333,Wed
2681,0.51947,0.51947,13/02/2019,13/02/2019,1,0.51947,Wed
2682,0.51947,0.51947,05/07/2018,05/07/2018,1,0.51947,Thu
2683,0.51947,0.51947,26/11/2019,26/11/2019,1,0.51947,Tue
2684,0.51947,0.51947,07/03/2019,07/03/2019,1,0.51947,Thu
2685,0.51307,0.51307,11/01/2019,11/01/2019,1,0.51307,Fri
2686,0.50667,0.50667,07/01/2019,07/01/2019,1,0.50667,Mon
2687,0.50667,0.50667,15/08/2018,15/08/2018,1,0.50667,Wed
2688,0.50667,0.50667,06/12/2019,06/12/2019,1,0.50667,Fri
2689,0.50667,0.50667,03/12/2018,03/12/2018,1,0.50667,Mon
2690,0.5,0.5,27/11/2019,27/11/2019,1,0.5,Wed
2691,0.5,0.5,29/11/2019,29/11/2019,1,0.5,Fri
2692,0.5,0.5,07/06/2019,07/06/2019,1,0.5,Fri
2693,0.5,0.5,26/01/2018,26/01/2018,1,0.5,Fri
2694,0.5,0.5,31/12/2019,03/01/2020,1,2,Tue
2695,0.5,0.5,23/01/2019,23/01/2019,1,0.5,Wed
2696,0.5,0.5,12/11/2019,12/11/2019,1,0.5,Tue
2697,0.5,0.5,23/10/2018,23/10/2018,1,0.5,Tue
2698,0.5,0.5,08/01/2018,08/01/2018,1,0.5,Mon
2699,0.5,0.5,19/02/2018,19/02/2018,1,0.5,Mon
2700,0.5,0.5,03/12/2019,03/12/2019,1,0.5,Tue
2701,0.5,0.5,05/11/2018,05/11/2018,1,0.5,Mon
2702,0.5,0.5,17/12/2018,17/12/2018,1,0.5,Mon
2703,0.5,0.5,25/06/2019,25/06/2019,1,0.5,Tue
2704,0.5,0.5,27/06/2018,27/06/2018,1,0.5,Wed
2705,0.5,0.5,14/12/2018,14/12/2018,1,0.5,Fri
2706,0.5,0.5,06/08/2018,06/08/2018,1,0.5,Mon
2707,0.5,0.5,23/01/2018,23/01/2018,1,0.5,Tue
2708,0.5,0.5,10/12/2018,10/12/2018,1,0.5,Mon
2709,0.5,0.5,25/07/2018,25/07/2018,1,0.5,Wed
2710,0.49333,0.49333,21/05/2019,21/05/2019,1,0.49333,Tue
2711,0.49333,0.49333,03/07/2019,03/07/2019,1,0.49333,Wed
2712,0.49333,0.49333,18/12/2018,18/12/2018,1,0.49333,Tue
2713,0.49333,0.49333,24/05/2018,24/05/2018,1,0.49333,Thu
2714,0.49333,0.49333,02/04/2019,02/04/2019,1,0.49333,Tue
2715,0.49333,0.49333,05/06/2018,05/06/2018,1,0.49333,Tue
2716,0.4848,0.4848,07/11/2018,07/11/2018,1,0.4848,Wed
2717,0.48,0.48,05/02/2019,05/02/2019,1,0.48,Tue
2718,0.48,0.48,13/11/2018,13/11/2018,1,0.48,Tue
2719,0.48,0.48,31/12/2018,31/12/2018,1,0.48,Mon
2720,0.48,0.48,05/11/2019,05/11/2019,1,0.48,Tue
2721,0.48,0.48,12/09/2019,12/09/2019,1,0.48,Thu
2722,0.48,0.48,04/04/2019,04/04/2019,1,0.48,Thu
2723,0.48,0.48,04/11/2019,04/11/2019,1,0.48,Mon
2724,0.48,0.48,23/09/2019,23/09/2019,1,0.48,Mon
2725,0.48,0.48,11/11/2018,11/11/2018,1,0.48,Sun
2726,0.48,0.48,29/08/2019,29/08/2019,1,0.48,Thu
2727,0.48,0.48,31/01/2019,31/01/2019,1,0.48,Thu
2728,0.48,0.48,09/06/2019,09/06/2019,1,0.48,Sun
2729,0.48,0.48,15/07/2019,15/07/2019,1,0.48,Mon
2730,0.48,0.48,29/11/2018,29/11/2018,1,0.48,Thu
2731,0.48,0.48,04/12/2019,04/12/2019,1,0.48,Wed
2732,0.24,0.48,17/08/2019,18/08/2019,2,0.48,Sat
2733,0.24,0.48,10/02/2019,11/02/2019,2,0.48,Sun
2734,0.48,0.48,21/03/2018,21/03/2018,1,0.48,Wed
2735,0.48,0.48,24/10/2018,24/10/2018,1,0.48,Wed
2736,0.48,0.48,01/11/2018,01/11/2018,1,0.48,Thu
2737,0.48,0.48,15/01/2019,15/01/2019,1,0.48,Tue
2738,0.48,0.48,02/02/2019,02/02/2019,1,0.48,Sat
2739,0.48,0.48,15/08/2019,15/08/2019,1,0.48,Thu
2740,0.45333,0.45333,01/04/2019,01/04/2019,1,0.45333,Mon
2741,0.45333,0.45333,09/01/2019,09/01/2019,1,0.45333,Wed
2742,0.45333,0.45333,21/03/2019,21/03/2019,1,0.45333,Thu
2743,0.45333,0.45333,02/04/2019,02/04/2019,1,0.45333,Tue
2744,0.44,0.44,29/01/2019,29/01/2019,1,0.44,Tue
2745,0.44,0.44,09/07/2019,09/07/2019,1,0.44,Tue
2746,0.44,0.44,15/01/2019,15/01/2019,1,0.44,Tue
2747,0.42667,0.42667,05/01/2018,05/01/2018,1,0.42667,Fri
2748,0.42667,0.42667,02/10/2018,02/10/2018,1,0.42667,Tue
2749,0.42667,0.42667,27/02/2018,27/02/2018,1,0.42667,Tue
2750,0.42667,0.42667,08/08/2018,08/08/2018,1,0.42667,Wed
2751,0.42667,0.42667,21/03/2019,21/03/2019,1,0.42667,Thu
2752,0.42667,0.42667,02/01/2019,02/01/2019,1,0.42667,Wed
2753,0.42667,0.42667,25/11/2019,25/11/2019,1,0.42667,Mon
2754,0.42667,0.42667,15/07/2018,15/07/2018,1,0.42667,Sun
2755,0.42667,0.42667,25/06/2019,25/06/2019,1,0.42667,Tue
2756,0.42667,0.42667,24/10/2019,24/10/2019,1,0.42667,Thu
2757,0.41333,0.41333,08/04/2019,08/04/2019,1,0.41333,Mon
2758,0.41333,0.41333,06/09/2019,06/09/2019,1,0.41333,Fri
2759,0.4,0.4,02/05/2019,02/05/2019,1,0.4,Thu
2760,0.4,0.4,15/02/2018,15/02/2018,1,0.4,Thu
2761,0.4,0.4,07/06/2018,07/06/2018,1,0.4,Thu
2762,0.4,0.4,18/04/2018,18/04/2018,1,0.4,Wed
2763,0.4,0.4,19/07/2018,19/07/2018,1,0.4,Thu
2764,0.4,0.4,04/09/2018,04/09/2018,1,0.4,Tue
2765,0.1,0.4,09/12/2019,12/12/2019,4,0.4,Mon
2766,0.2,0.4,01/10/2018,02/10/2018,2,0.4,Mon
2767,0.2,0.4,18/06/2018,19/06/2018,2,0.4,Mon
2768,0.2,0.4,22/05/2019,23/05/2019,2,0.4,Wed
2769,0.2,0.4,20/08/2019,21/08/2019,2,0.4,Tue
2770,0.4,0.4,23/05/2019,23/05/2019,1,0.4,Thu
2771,0.4,0.4,28/11/2019,28/11/2019,1,0.4,Thu
2772,0.4,0.4,08/07/2019,08/07/2019,1,0.4,Mon
2773,0.4,0.4,17/05/2018,17/05/2018,1,0.4,Thu
2774,0.4,0.4,31/01/2019,31/01/2019,1,0.4,Thu
2775,0.4,0.4,12/03/2019,12/03/2019,1,0.4,Tue
2776,0.4,0.4,12/08/2019,12/08/2019,1,0.4,Mon
2777,0.4,0.4,10/04/2019,10/04/2019,1,0.4,Wed
2778,0.4,0.4,31/01/2018,31/01/2018,1,0.4,Wed
2779,0.2,0.4,08/05/2018,09/05/2018,2,0.4,Tue
2780,0.4,0.4,15/10/2019,15/10/2019,1,0.4,Tue
2781,0.4,0.4,08/06/2018,08/06/2018,1,0.4,Fri
2782,0.4,0.4,18/06/2018,18/06/2018,1,0.4,Mon
2783,0.4,0.4,22/06/2018,22/06/2018,1,0.4,Fri
2784,0.2,0.4,07/03/2019,08/03/2019,2,0.4,Thu
2785,0.38667,0.38667,20/05/2019,20/05/2019,1,0.38667,Mon
2786,0.36213,0.36213,21/12/2018,21/12/2018,1,0.36213,Fri
2787,0.32,0.32,19/12/2019,19/12/2019,1,0.32,Thu
2788,0.1,0.3,18/11/2019,20/11/2019,3,0.3,Mon
2789,0.1,0.3,12/12/2017,03/01/2018,3,2.3,Tue
2790,0.3,0.3,02/07/2019,02/07/2019,1,0.3,Tue
2791,0.3,0.3,02/07/2019,02/07/2019,1,0.3,Tue
2792,0.29333,0.29333,22/11/2019,22/11/2019,1,0.29333,Fri
2793,0.29333,0.29333,17/04/2019,17/04/2019,1,0.29333,Wed
2794,0.29333,0.29333,04/10/2019,04/10/2019,1,0.29333,Fri
2795,0.24,0.24,29/11/2018,29/11/2018,1,0.24,Thu
2796,0.24,0.24,22/09/2018,22/09/2018,1,0.24,Sat
2797,0.24,0.24,28/06/2019,28/06/2019,1,0.24,Fri
2798,0.24,0.24,12/02/2018,12/02/2018,1,0.24,Mon
2799,0.2,0.2,04/10/2018,04/10/2018,1,0.2,Thu
2800,0.2,0.2,01/08/2019,01/08/2019,1,0.2,Thu
2801,0.1,0.2,23/07/2018,24/07/2018,2,0.2,Mon
2802,0.1,0.2,17/09/2018,18/09/2018,2,0.2,Mon
2803,0.1,0.2,05/08/2019,06/08/2019,2,0.2,Mon
2804,0.2,0.2,03/01/2019,03/01/2019,1,0.2,Thu
2805,0.2,0.2,28/11/2019,28/11/2019,1,0.2,Thu
2806,0.2,0.2,23/05/2019,23/05/2019,1,0.2,Thu
2807,0.06,0.12,28/04/2018,29/04/2018,2,0.12,Sat
